,region,price_sold_sek,number_of_rooms,area_size,floor_number,has_elevator,year_built,annual_fee_sek,annual_cost_sek,broker,brokerage_firm,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri
1916,rotebro,2415000,2.0,69,1 av 1,True,1976.0,3919,3000,therese johansson,bjurfors sollentuna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1917,arenastaden,3050000,2.0,57,7 av 22,True,2019.0,3908,6000,andré nasiri,fastighetsbyrån solna,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
1918,maria,3675000,2.0,391,1,True,1927.0,1862,3300,felipe osorio åström,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,True,False,False,False
1919,kallhäll,1750000,2.0,56,unknown,False,1967.0,3811,4560,kevin norai,länsförsäkringar fastighetsförmedling järfälla,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False
1920,katarina,5700000,2.0,49,5,True,1912.0,2464,16331,dag jönsson,fastighetsbyrån stockholm - södermalm,False,False,False,False,False,False,False,False,False,False,True,False,5.0,False,True,False,False,False
1921,globen/gullmarsplan,2200000,1.0,245,1 av 3,True,1944.0,1905,7200,henrik ivansson,fastighetsbyrån enskede,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
1923,kungsholmen,6800000,2.0,60,3,True,1920.0,2433,7200,vilhelm åman,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1924,liljeholmskajen,6140000,3.0,85,4 av 7,True,2019.0,4651,7040,joakim bogeling,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,4.0,True,False,False,False,False
1925,centrala sundbyberg,4200000,3.0,76,2 av 3,True,1939.0,4181,10344,emmi englund,mäklarringen bromma,False,True,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1926,bromma – traneberg,2870000,2.0,535,2 av 3,True,1945.0,3458,0,magnus jansson,croisette stockholm kungsholmen,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1928,kallhäll,1650000,1.0,395,7,True,1964.0,2844,0,hatice demirtas,fastighetsbyrån järfälla,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
1929,brunnsäng,1500000,3.0,68,3 av 3,True,1960.0,4724,6240,tobias pillai,bjurfors botkyrka,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1930,mörbyskogen,5320000,4.0,1011,7,True,1962.0,5537,13200,shervin hashemi,fastighetsbyrån danderyd,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
1931,östermalm / nedre gärdet,5860000,3.0,55,1 av 5,True,1932.0,3286,1200,alexander brito,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
1932,kista,2195000,3.0,765,unknown,False,1980.0,5079,1548,jacob hanna,fastighetsbyrån kista,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False
1933,farsta,2750000,3.0,77,6 av 7,True,1958.0,5090,6016,jon pettersson,fastighetsbyrån farsta/ högdalen/ skogås,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False
1934,åkersberga centralt,2400000,2.0,62,4 av 4,True,2015.0,3798,7200,isabel abelin,husmanhagberg österåker,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1935,maria,5450000,3.0,73,3 av 6,True,1987.0,3861,9240,mikael rantala,erik olsson fastighetsförmedling,False,False,False,False,False,False,False,False,False,False,False,False,3.0,True,False,False,False,False
1936,bandhagen,2200000,1.0,425,9 av 10,True,1953.0,3060,3890,yosef j. lahlou,fastighetsbyrån farsta/ högdalen/ skogås,False,False,False,False,False,False,False,False,False,False,False,True,9.0,False,False,False,False,False
1937,östermalm / nedre gärdet,7400000,2.0,71,3 av 5,True,1992.0,2460,9218,lovisa hedlund,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False
1938,norrtälje stad,1600000,2.0,59,1 av 3,True,1953.0,2783,6060,lucas eriksson,länsförsäkringar fastighetsförmedling norrtälje,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False
1939,östermalm,9000000,3.0,73,4 av 6,True,1942.0,4089,12564,anna wikstrand delic,fastighetsbyrån stockholm – östermalm,False,False,False,False,False,False,False,False,False,True,False,False,4.0,False,False,False,False,False
1940,skärsätra,3640000,3.0,695,9 av 11,True,1962.0,3898,8500,sebastian granath,husmanhagberg lidingö,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False
1941,tyresö centrum,2500000,4.0,94,2 av 2,True,1966.0,6672,17672,debbie hansson,husmanhagberg tyresö/älta,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1942,vasastan,12675000,4.0,112,unknown,False,1928.0,3516,0,jonathan bergstrand,notar,False,False,False,False,False,False,False,True,False,False,True,False,,False,False,False,True,False
1943,sätra,1880000,2.0,40,4,True,2019.0,2765,3900,benjamin afsan,norban,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1944,huvudsta,3510000,2.0,56,4,True,1974.0,3356,7056,hamilton elander,notar,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,True,False
1945,centrala sundbyberg,2050000,1.0,32,1 av 4,True,1939.0,2083,0,jessica toubal,husmanhagberg sundbyberg,False,True,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False
1946,kungsholmen,8660000,3.0,94,5 av 7,True,1975.0,3587,7200,sanna rihm,bjurfors kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,5.0,False,False,False,False,False
1947,hökmossen/telefonplan,2400000,2.0,425,2 av 3,True,1944.0,3404,11060,astrid skogh,fastighetsbyrån hägersten/älvsjö,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1949,hässelby strand,2350000,3.0,62,1 av 4,False,1958.0,4104,4800,josef gubrail,fastighetsbyrån hässelby/vällingby/spånga,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False
1950,kungsholmen,5025000,2.0,486,1 av 6,True,1963.0,1330,9840,michelle carlsson,erik olsson fastighetsförmedling,False,False,False,False,True,False,False,False,False,False,False,False,1.0,True,False,False,False,False
1951,västra skogen,3895000,3.0,78,1 av 10,True,1969.0,3645,0,jonathan rappel,länsförsäkringar fastighetsförmedling solna,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False
1952,sollentuna tureberg,2700000,3.0,78,1 av 7,True,2016.0,5070,8280,alexander  safar,notar,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False
1953,lilla alby,3650000,2.0,45,7 av 7,True,2018.0,2756,0,safa kvist,svenska mäklarhuset sundbyberg,False,False,False,False,False,False,False,False,False,False,False,False,7.0,False,False,False,False,False
1954,farsta,2100000,1.0,39,2 av 2,True,1958.0,2377,0,robin ström,notar,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False
1955,kungsholmen,14000000,5.0,159,2 av 6,True,1921.0,7950,18264,mattias nilsson,widerlöv kungsholmen,False,False,False,False,True,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1957,södermalm högalid,4570000,2.0,38,4 av 5,True,1930.0,2470,0,adde duna,bjurfors södermalm,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False
1958,södermalm,6330000,2.0,60,3 av 5,True,1925.0,3121,10550,josefin widman,historiska hem,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,False
1959,gubbängen,2600000,2.0,52,2 av 3,True,1947.0,3359,6700,marcus klass,mäklarringen farsta-bandhagen-årsta,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
1960,södermalm,3725000,2.0,47,3 av 5,True,1971.0,2109,5400,jonas cederroth,fjelkners by widerlöv,False,False,False,False,False,False,True,False,False,False,True,False,3.0,False,False,False,False,False
1961,hägerstensåsen,2250000,1.0,28,2 av 3,True,1939.0,2147,0,jessica alvå,notar,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,True,False
1962,gamla enskede,3900000,3.0,73,2 av 4,True,2008.0,5445,6762,erik remnert,fastighetsbyrån enskede,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False
